obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""184.666""","=""0.0015""","=""184.66566""","=""0.00014""","=""10""","=""""",,"=""34910.77""","=""89062.69""","=""3d6""","=""b 3G""","=""4""","=""3d5.(a 2G).4p""","=""1H*""","=""5""",,"=""""","=""L562""",
"=""184.678""","=""0.0015""","=""184.6786""","=""0.0007""","=""4""","=""""",,"=""54846.269""","=""108994.4""","=""3d4.4s2""","=""c 5D""","=""0""","=""3d4.(b 3F).4s.4p.(1P*)""","=""u 5F*""","=""1""",,"=""""","=""L562""",
"=""184.693""","=""0.0015""","=""184.69367""","=""0.00005""","=""10""","=""1.2e+06""",D+,"=""14901.203""","=""69044.91""","=""3d6""","=""a 5D""","=""1""","=""3d5.(4P).4p""","=""z 3P*""","=""2""",,"=""T7259""","=""L562""",
"=""184.773""","=""0.002""","=""184.77014""","=""0.00017""","=""150*""","=""""",,"=""35004.79""","=""89126.09""","=""3d6""","=""b 3G""","=""3""","=""3d5.(a 2G).4p""","=""3G*""","=""3""",,"=""""","=""L562""",
"=""184.773""","=""0.002""","=""184.77379""","=""0.00020""","=""150*""","=""1.0e+08""",D,"=""30523.71""","=""84643.94""","=""3d6""","=""a 3H""","=""6""","=""3d5.(a 2G).4p""","=""x 3H*""","=""6""",,"=""c88""","=""L562""",
"=""184.773""","=""0.002""","=""184.7776""","=""0.0005""","=""150*""","=""3.0e+08""",D,"=""55116.333""","=""109235.44""","=""3d4.4s2""","=""c 5D""","=""2""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5D*""","=""1""",,"=""c88""","=""L562""",
"=""184.816""","=""0.0015""","=""184.8156""","=""0.0007""","=""10""","=""1.5e+08""",D,"=""54938.213""","=""109046.2""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d4.(b 3F).4s.4p.(1P*)""","=""u 5F*""","=""2""",,"=""c88""","=""L562""",
"=""184.826""","=""0.0015""","=""184.8261""","=""0.0007""","=""40""","=""2.3e+08""",D,"=""55371.693""","=""109476.6""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5D*""","=""3""",,"=""c88""","=""L562""",
"=""184.852""","=""0.0015""","=""184.85187""","=""0.00010""","=""2""","=""""",,"=""31662.04""","=""85759.41""","=""3d6""","=""a 3F""","=""3""","=""3d5.(a 2G).4p""","=""1G*""","=""4""",,"=""""","=""L562""",
"=""184.994""","=""0.0015""","=""184.9927""","=""0.0007""","=""3""","=""""",,"=""54938.213""","=""108994.4""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d4.(b 3F).4s.4p.(1P*)""","=""u 5F*""","=""1""",,"=""""","=""L562""",
"=""185.000""","=""0.0015""","=""184.99765""","=""0.00017""","=""20""","=""""",,"=""39813.76""","=""93868.50""","=""3d5.(4D).4s""","=""b 3D""","=""2""","=""3d5.(2S).4p""","=""3P*""","=""1""",,"=""""","=""L562""",
"=""185.043""","=""0.0015""","=""185.04267""","=""0.00017""","=""3""","=""""",,"=""39826.91""","=""93868.50""","=""3d5.(4D).4s""","=""b 3D""","=""1""","=""3d5.(2S).4p""","=""3P*""","=""1""",,"=""""","=""L562""",
"=""185.060""","=""0.0015""","=""185.0581""","=""0.0007""","=""1""","=""""",,"=""54938.213""","=""108975.3""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""t 5P*""","=""2""",,"=""""","=""L562""",
"=""185.088""","=""0.0015""","=""185.08705""","=""0.00014""","=""100""","=""1.0e+08""",D,"=""31514.71""","=""85543.34""","=""3d6""","=""a 3F""","=""4""","=""3d5.(2H).4p""","=""w 3G*""","=""5""",,"=""c88""","=""L562""",
"=""185.144""","=""0.0015""","=""185.14483""","=""0.00014""","=""60""","=""""",,"=""31662.04""","=""85673.81""","=""3d6""","=""a 3F""","=""3""","=""3d5.(2H).4p""","=""w 3G*""","=""4""",,"=""""","=""L562""",
"=""185.161""","=""0.002""","=""185.1588""","=""0.0006""","=""10*""","=""""",,"=""55371.693""","=""109379.4""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""t 5P*""","=""3""",,"=""""","=""L562""",
"=""185.161""","=""0.002""","=""185.1619""","=""0.0005""","=""10*""","=""1.2e+08""",D,"=""55116.333""","=""109123.13""","=""3d4.4s2""","=""c 5D""","=""2""","=""3d4.(b 3F).4s.4p.(1P*)""","=""u 5F*""","=""3""",,"=""c88""","=""L562""",
"=""185.211""","=""0.0015""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L562""",
"=""185.278""","=""0.002""","=""185.27631""","=""0.00014""","=""60*""","=""""",,"=""31761.21""","=""85734.65""","=""3d6""","=""a 3F""","=""2""","=""3d5.(2H).4p""","=""w 3G*""","=""3""",,"=""""","=""L562""",
"=""185.278""","=""0.002""","=""185.2805""","=""0.0007""","=""60*""","=""1.7e+08""",D,"=""55371.693""","=""109343.9""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5D*""","=""2""",,"=""c88""","=""L562""",
"=""185.305""","=""0.0015""","=""185.30725""","=""0.00021""","=""2""","=""""",,"=""30679.51""","=""84643.94""","=""3d6""","=""a 3H""","=""5""","=""3d5.(a 2G).4p""","=""x 3H*""","=""6""",,"=""""","=""L562""",
"=""185.3272""","=""0.0006""","=""185.32659""","=""0.00003""","=""300""","=""1.8e+08""",D,"=""14325.866""","=""68284.664""","=""3d6""","=""a 5D""","=""4""","=""3d5.(4P).4p""","=""y 5P*""","=""3""",,"=""c88""","=""L562""",
"=""185.424""","=""0.0015""","=""185.4260""","=""0.0007""","=""2""","=""""",,"=""55116.333""","=""109046.2""","=""3d4.4s2""","=""c 5D""","=""2""","=""3d4.(b 3F).4s.4p.(1P*)""","=""u 5F*""","=""2""",,"=""""","=""L562""",
"=""185.489""","=""0.0015""","=""185.4896""","=""0.0007""","=""40""","=""2.3e+08""",D,"=""55697.014""","=""109608.4""","=""3d4.4s2""","=""c 5D""","=""4""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5D*""","=""4""",,"=""c88""","=""L562""",
"=""185.514""","=""0.0015""","=""185.51334""","=""0.00017""","=""8""","=""""",,"=""30523.71""","=""84428.19""","=""3d6""","=""a 3H""","=""6""","=""3d5.(a 2G).4p""","=""x 3H*""","=""5""",,"=""""","=""L562""",
"=""185.554""","=""0.0015""","=""185.55368""","=""0.00021""","=""8""","=""""",,"=""39826.91""","=""93719.67""","=""3d5.(4D).4s""","=""b 3D""","=""1""","=""3d5.(2S).4p""","=""3P*""","=""0""",,"=""""","=""L562""",
"=""185.5947""","=""0.0018""","=""185.5951""","=""0.0007""","=""5h""","=""""",,"=""54846.269""","=""108727.0""","=""3d4.4s2""","=""c 5D""","=""0""","=""3d4.(5D).4s.4p.(1P*)""","=""t 5P*""","=""1""",,"=""""","=""L562""",
"=""185.670""","=""0.0015""","=""185.6701""","=""0.0007""","=""12""","=""1.7e+08""",D,"=""55116.333""","=""108975.3""","=""3d4.4s2""","=""c 5D""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""t 5P*""","=""2""",,"=""c88""","=""L562""",
"=""185.701""","=""0.002""","=""185.7007""","=""0.0006""","=""30h""","=""2.1e+08""",D,"=""55371.693""","=""109221.8""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d4.(b 3F).4s.4p.(1P*)""","=""u 5F*""","=""4""",,"=""c88""","=""L562""",
"=""185.7923""","=""0.0006""","=""185.791202""","=""0.000024""","=""200""","=""""",,"=""14593.835""","=""68417.697""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""y 5P*""","=""2""",,"=""""","=""L562""",
"=""185.911""","=""0.002""","=""185.9124""","=""0.0007""","=""10h""","=""""",,"=""54938.213""","=""108727.0""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""t 5P*""","=""1""",,"=""""","=""L562""",
"=""185.944""","=""0.0015""","=""185.9442""","=""0.0007""","=""8""","=""""",,"=""55697.014""","=""109476.6""","=""3d4.4s2""","=""c 5D""","=""4""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5D*""","=""3""",,"=""""","=""L562""",
"=""186.042""","=""0.0015""","=""186.0415""","=""0.0005""","=""3""","=""""",,"=""55371.693""","=""109123.13""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d4.(b 3F).4s.4p.(1P*)""","=""u 5F*""","=""3""",,"=""""","=""L562""",
"=""186.051""","=""0.0015""","=""186.05108""","=""0.00017""","=""100""","=""7.e+07""",D,"=""30679.51""","=""84428.19""","=""3d6""","=""a 3H""","=""5""","=""3d5.(a 2G).4p""","=""x 3H*""","=""5""",,"=""c88""","=""L562""",
"=""186.144""","=""0.0015""","=""186.14441""","=""0.00017""","=""1""","=""""",,"=""33147.71""","=""86869.44""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(2H).4p""","=""y 1I*""","=""6""",,"=""""","=""L562""",
"=""186.1667""","=""0.0006""","=""186.166042""","=""0.000024""","=""100""","=""""",,"=""14781.205""","=""68496.694""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""y 5P*""","=""1""",,"=""""","=""L562""",
"=""186.2515""","=""0.0006""","=""186.25155""","=""0.00003""","=""80""","=""""",,"=""14593.835""","=""68284.664""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""y 5P*""","=""3""",,"=""""","=""L562""",
"=""186.280""","=""0.002""","=""186.2808""","=""0.0006""","=""20h""","=""2.5e+08""",D,"=""55697.014""","=""109379.4""","=""3d4.4s2""","=""c 5D""","=""4""","=""3d4.(5D).4s.4p.(1P*)""","=""t 5P*""","=""3""",,"=""c88""","=""L562""",
"=""186.348""","=""0.0015""","=""186.35369""","=""0.00010""","=""20i""","=""""",,"=""32787.90""","=""86449.30""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4F).4p""","=""3F*""","=""4""",,"=""""","=""L562""",
"=""186.4400""","=""0.0006""","=""186.440232""","=""0.000024""","=""80""","=""""",,"=""14781.205""","=""68417.697""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""y 5P*""","=""2""",,"=""""","=""L562""",
"=""186.4615""","=""0.0006""","=""186.4613""","=""0.0005""","=""40""","=""2.6e+08""",D,"=""55697.014""","=""109327.45""","=""3d4.4s2""","=""c 5D""","=""4""","=""3d4.(b 3F).4s.4p.(1P*)""","=""u 5F*""","=""5""",,"=""c88""","=""L562""",
"=""186.516""","=""0.0015""","=""186.5157""","=""0.0003""","=""5""","=""""",,"=""38901.88""","=""92516.68""","=""3d6""","=""a 1G""","=""4""","=""3d5.(b 2F).4p""","=""w 1G*""","=""4""",,"=""""","=""L562""",
"=""186.530""","=""0.002""","=""186.5300""","=""0.0007""","=""2h""","=""""",,"=""55116.333""","=""108727.0""","=""3d4.4s2""","=""c 5D""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""t 5P*""","=""1""",,"=""""","=""L562""",
"=""186.552""","=""0.002""","=""186.5546""","=""0.0007""","=""10h""","=""2.3e+08""",D,"=""55371.693""","=""108975.3""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""t 5P*""","=""2""",,"=""c88""","=""L562""",
"=""186.5832""","=""0.0006""","=""186.58286""","=""0.00003""","=""150""","=""""",,"=""14901.203""","=""68496.694""","=""3d6""","=""a 5D""","=""1""","=""3d5.(4P).4p""","=""y 5P*""","=""1""",,"=""""","=""L562""",
"=""186.625""","=""0.0015""","=""186.6255""","=""0.0006""","=""1""","=""""",,"=""30684.96""","=""84268.21""","=""3d6""","=""a 3P""","=""1""","=""3d5.(a 2D).4p""","=""z 1P*""","=""1""",,"=""""","=""L562""",
"=""186.7880""","=""0.0006""","=""186.78734""","=""0.00005""","=""80""","=""""",,"=""14959.876""","=""68496.694""","=""3d6""","=""a 5D""","=""0""","=""3d5.(4P).4p""","=""y 5P*""","=""1""",,"=""""","=""L562""",
"=""186.828""","=""0.0015""","=""186.8293""","=""0.0006""","=""0""","=""""",,"=""55697.014""","=""109221.8""","=""3d4.4s2""","=""c 5D""","=""4""","=""3d4.(b 3F).4s.4p.(1P*)""","=""u 5F*""","=""4""",,"=""""","=""L562""",
"=""186.858""","=""0.0015""","=""186.858280""","=""0.000024""","=""20""","=""""",,"=""14901.203""","=""68417.697""","=""3d6""","=""a 5D""","=""1""","=""3d5.(4P).4p""","=""y 5P*""","=""2""",,"=""""","=""L562""",
"=""186.878""","=""0.0015""","=""186.87698""","=""0.00017""","=""40""","=""""",,"=""30796.06""","=""84307.20""","=""3d6""","=""a 3H""","=""4""","=""3d5.(a 2G).4p""","=""x 3H*""","=""4""",,"=""""","=""L562""",
"=""186.903""","=""0.0015""","=""186.90380""","=""0.00003""","=""15""","=""""",,"=""14781.205""","=""68284.664""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""y 5P*""","=""3""",,"=""""","=""L562""",
"=""186.955""","=""0.0015""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L562""",
"=""187.139""","=""0.0015""","=""187.13954""","=""0.00018""","=""20""","=""""",,"=""34762.098""","=""88198.16""","=""3d6""","=""b 3G""","=""5""","=""3d5.(2H).4p""","=""w 3H*""","=""6""",,"=""""","=""L562""",
"=""187.307""","=""0.0015""","=""187.30552""","=""0.00014""","=""40""","=""""",,"=""30523.71""","=""83912.42""","=""3d6""","=""a 3H""","=""6""","=""3d5.(4F).4p""","=""x 3G*""","=""5""",,"=""""","=""L562""",
"=""187.559""","=""0.0015""","=""187.55841""","=""0.00007""","=""30""","=""""",,"=""14593.835""","=""67910.56""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",,"=""""","=""L562""",
"=""187.611""","=""0.0015""","=""187.61166""","=""0.00011""","=""1""","=""""",,"=""33147.71""","=""86449.30""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4F).4p""","=""3F*""","=""4""",,"=""""","=""L562""",
"=""187.716""","=""0.0015""","=""187.71549""","=""0.00004""","=""30""","=""3.0e+05""",D,"=""14593.835""","=""67865.945""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4G).4p""","=""z 3F*""","=""4""",,"=""T7259""","=""L562""",
"=""187.852""","=""0.002""","=""187.85195""","=""0.00021""","=""3h*""","=""""",,"=""34762.098""","=""87995.51""","=""3d6""","=""b 3G""","=""5""","=""3d5.(2H).4p""","=""w 3H*""","=""5""",,"=""""","=""L562""",
"=""187.852""","=""0.002""","=""187.85372""","=""0.00014""","=""3h*""","=""""",,"=""30679.51""","=""83912.42""","=""3d6""","=""a 3H""","=""5""","=""3d5.(4F).4p""","=""x 3G*""","=""5""",,"=""""","=""L562""",
"=""187.909""","=""0.0015""","=""187.90546""","=""0.00004""","=""5""","=""""",,"=""14593.835""","=""67812.087""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4G).4p""","=""z 3F*""","=""3""",,"=""""","=""L562""",
"=""187.966""","=""0.002""","=""187.96463""","=""0.00018""","=""1*""","=""""",,"=""29869.42""","=""83070.92""","=""3d6""","=""a 3P""","=""2""","=""3d5.(a 2F).4p""","=""w 3D*""","=""2""",,"=""""","=""L562""",
"=""187.966""","=""0.002""","=""187.96766""","=""0.00011""","=""1*""","=""""",,"=""33248.66""","=""86449.30""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4F).4p""","=""3F*""","=""4""",,"=""""","=""L562""",
"=""187.985""","=""0.0015""","=""187.98420""","=""0.00014""","=""40""","=""""",,"=""30679.51""","=""83875.47""","=""3d6""","=""a 3H""","=""5""","=""3d5.(4F).4p""","=""x 3G*""","=""4""",,"=""""","=""L562""",
"=""188.190""","=""0.0015""","=""188.19006""","=""0.00018""","=""30""","=""""",,"=""30796.06""","=""83933.83""","=""3d6""","=""a 3H""","=""4""","=""3d5.(4F).4p""","=""x 3G*""","=""3""",,"=""""","=""L562""",
"=""188.378""","=""0.0015""","=""188.37805""","=""0.00021""","=""10""","=""""",,"=""34910.77""","=""87995.51""","=""3d6""","=""b 3G""","=""4""","=""3d5.(2H).4p""","=""w 3H*""","=""5""",,"=""""","=""L562""",
"=""188.398""","=""0.0015""","=""188.39697""","=""0.00018""","=""10""","=""""",,"=""30796.06""","=""83875.47""","=""3d6""","=""a 3H""","=""4""","=""3d5.(4F).4p""","=""x 3G*""","=""4""",,"=""""","=""L562""",
"=""188.505""","=""0.0015""","=""188.50721""","=""0.00014""","=""1""","=""""",,"=""29869.42""","=""82917.79""","=""3d6""","=""a 3P""","=""2""","=""3d5.(a 2F).4p""","=""w 3F*""","=""2""",,"=""""","=""L562""",
"=""188.570""","=""0.002""","=""188.56937""","=""0.00004""","=""20*""","=""""",,"=""14781.205""","=""67812.087""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4G).4p""","=""z 3F*""","=""3""",,"=""""","=""L562""",
"=""188.570""","=""0.002""","=""188.57119""","=""0.00018""","=""20*""","=""""",,"=""34910.77""","=""87941.14""","=""3d6""","=""b 3G""","=""4""","=""3d5.(2H).4p""","=""w 3H*""","=""4""",,"=""""","=""L562""",
"=""188.672""","=""0.002""","=""""","=""""","=""20h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L562""",
"=""188.731""","=""0.0015""","=""188.73048""","=""0.00004""","=""2""","=""""",,"=""14781.205""","=""67766.817""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4G).4p""","=""z 3F*""","=""2""",,"=""""","=""L562""",
"=""188.787""","=""0.0015""","=""188.78760""","=""0.00005""","=""10""","=""2.0e+05""",D,"=""14325.866""","=""67295.446""","=""3d6""","=""a 5D""","=""4""","=""3d5.(4P).4p""","=""z 5D*""","=""4""",,"=""T7259""","=""L562""",
"=""188.905""","=""0.0015""","=""188.90611""","=""0.00018""","=""20""","=""""",,"=""35004.79""","=""87941.14""","=""3d6""","=""b 3G""","=""3""","=""3d5.(2H).4p""","=""w 3H*""","=""4""",,"=""""","=""L562""",
"=""188.988""","=""0.0015""","=""188.98776""","=""0.00018""","=""8""","=""""",,"=""31514.71""","=""84428.19""","=""3d6""","=""a 3F""","=""4""","=""3d5.(a 2G).4p""","=""x 3H*""","=""5""",,"=""""","=""L562""",
"=""189.017""","=""0.0015""","=""189.01666""","=""0.00018""","=""5""","=""""",,"=""29869.42""","=""82774.81""","=""3d6""","=""a 3P""","=""2""","=""3d5.(4F).4p""","=""x 5D*""","=""1""",,"=""""","=""L562""",
"=""189.118""","=""0.0015""","=""189.11678""","=""0.00011""","=""8i""","=""""",,"=""32857.27""","=""85734.65""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(2H).4p""","=""w 3G*""","=""3""",,"=""""","=""L562""",
"=""189.155""","=""0.002""","=""189.15803""","=""0.00018""","=""30h*""","=""""",,"=""29869.42""","=""82735.27""","=""3d6""","=""a 3P""","=""2""","=""3d5.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L562""",
"=""189.155""","=""0.002""","=""189.15887""","=""0.00004""","=""30h*""","=""""",,"=""14901.203""","=""67766.817""","=""3d6""","=""a 5D""","=""1""","=""3d5.(4G).4p""","=""z 3F*""","=""2""",,"=""""","=""L562""",
"=""189.202""","=""0.0015""","=""189.20155""","=""0.00014""","=""50""","=""""",,"=""35004.79""","=""87858.48""","=""3d6""","=""b 3G""","=""3""","=""3d5.(a 2G).4p""","=""u 3F*""","=""2""",,"=""""","=""L562""",
"=""189.240""","=""0.0015""","=""189.23929""","=""0.00014""","=""10""","=""""",,"=""29869.42""","=""82712.57""","=""3d6""","=""a 3P""","=""2""","=""3d5.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L562""",
"=""189.3288""","=""0.0006""","=""189.32853""","=""0.00014""","=""60""","=""""",,"=""34762.098""","=""87580.34""","=""3d6""","=""b 3G""","=""5""","=""3d5.(a 2G).4p""","=""u 3F*""","=""4""",,"=""""","=""L562""",
"=""189.349""","=""0.0015""","=""189.34682""","=""0.00011""","=""30""","=""""",,"=""33248.66""","=""86061.80""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(a 2F).4p""","=""y 1F*""","=""3""",,"=""""","=""L562""",
"=""189.370""","=""0.0015""","=""189.36923""","=""0.00011""","=""50""","=""""",,"=""34910.77""","=""87717.66""","=""3d6""","=""b 3G""","=""4""","=""3d5.(a 2G).4p""","=""u 3F*""","=""3""",,"=""""","=""L562""",
"=""189.706""","=""0.0015""","=""189.70699""","=""0.00011""","=""20""","=""""",,"=""35004.79""","=""87717.66""","=""3d6""","=""b 3G""","=""3""","=""3d5.(a 2G).4p""","=""u 3F*""","=""3""",,"=""""","=""L562""",
"=""189.748""","=""0.0015""","=""189.74752""","=""0.00004""","=""100""","=""4.6e+06""",B,"=""14593.835""","=""67295.446""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""z 5D*""","=""4""",,"=""T7259""","=""L562""",
"=""189.812""","=""0.0015""","=""189.81329""","=""0.00004""","=""30""","=""1.7e+06""",C+,"=""14325.866""","=""67009.217""","=""3d6""","=""a 5D""","=""4""","=""3d5.(4P).4p""","=""z 5D*""","=""3""",,"=""T7259""","=""L562""",
"=""189.864""","=""0.0015""","=""189.86295""","=""0.00014""","=""30""","=""""",,"=""34910.77""","=""87580.34""","=""3d6""","=""b 3G""","=""4""","=""3d5.(a 2G).4p""","=""u 3F*""","=""4""",,"=""""","=""L562""",
"=""189.951""","=""0.0015""","=""189.95099""","=""0.00014""","=""10""","=""""",,"=""31662.04""","=""84307.20""","=""3d6""","=""a 3F""","=""3""","=""3d5.(a 2G).4p""","=""x 3H*""","=""4""",,"=""""","=""L562""",
"=""190.204""","=""0.0015""","=""190.20248""","=""0.00014""","=""10""","=""""",,"=""35004.79""","=""87580.34""","=""3d6""","=""b 3G""","=""3""","=""3d5.(a 2G).4p""","=""u 3F*""","=""4""",,"=""""","=""L562""",
"=""190.2948""","=""0.0006""","=""190.29467""","=""0.00014""","=""500""","=""1.8e+08""",D,"=""29869.42""","=""82419.50""","=""3d6""","=""a 3P""","=""2""","=""3d5.(a 2F).4p""","=""w 3D*""","=""3""",,"=""c88""","=""L562""",
"=""190.637""","=""0.0015""","=""190.63625""","=""0.00011""","=""20""","=""""",,"=""33278.73""","=""85734.65""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(2H).4p""","=""w 3G*""","=""3""",,"=""""","=""L562""",
"=""190.749""","=""0.0015""","=""190.74814""","=""0.00011""","=""20""","=""""",,"=""33248.66""","=""85673.81""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(2H).4p""","=""w 3G*""","=""4""",,"=""""","=""L562""",
"=""190.7840""","=""0.0006""","=""190.78369""","=""0.00004""","=""200""","=""1.32e+07""",B+,"=""14593.835""","=""67009.217""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""z 5D*""","=""3""",,"=""T7259""","=""L562""",
"=""190.847""","=""0.0015""","=""190.84804""","=""0.00015""","=""20""","=""""",,"=""31514.71""","=""83912.42""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4F).4p""","=""x 3G*""","=""5""",,"=""""","=""L562""",
"=""190.854""","=""0.0015""","=""190.85561""","=""0.00015""","=""20""","=""""",,"=""33147.71""","=""85543.34""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(2H).4p""","=""w 3G*""","=""5""",,"=""""","=""L562""",
"=""190.891""","=""0.0015""","=""190.89084""","=""0.00018""","=""100""","=""1.6e+08""",D,"=""30684.96""","=""83070.92""","=""3d6""","=""a 3P""","=""1""","=""3d5.(a 2F).4p""","=""w 3D*""","=""2""",,"=""c88""","=""L562""",
"=""190.9830""","=""0.0006""","=""190.98230""","=""0.00004""","=""60*""","=""4.2e+06""",B,"=""14325.866""","=""66686.739""","=""3d6""","=""a 5D""","=""4""","=""3d5.(4G).4p""","=""z 5F*""","=""3""",,"=""T7259""","=""L562""",
"=""190.9830""","=""0.0006""","=""190.98271""","=""0.00015""","=""60*""","=""""",,"=""31514.71""","=""83875.47""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4F).4p""","=""x 3G*""","=""4""",,"=""""","=""L562""",
"=""191.141""","=""0.0015""","=""191.14089""","=""0.00004""","=""300""","=""7.9e+07""",C+,"=""14325.866""","=""66643.296""","=""3d6""","=""a 5D""","=""4""","=""3d5.(4G).4p""","=""z 5F*""","=""4""",,"=""T7259""","=""L562""",
"=""191.176""","=""0.002""","=""191.17659""","=""0.00004""","=""2h""","=""5.0e+05""",C,"=""14593.835""","=""66901.494""","=""3d6""","=""a 5D""","=""3""","=""3d5.(4G).4p""","=""z 5F*""","=""2""",,"=""T7259""","=""L562""",
"=""191.215""","=""0.0015""","=""191.2157""","=""0.0003""","=""1""","=""""",,"=""49291.36""","=""101588.32""","=""3d6""","=""b 1F""","=""3""","=""3d5.(b 2D).4p""","=""1F*""","=""3""",,"=""""","=""L562""",
"=""191.296""","=""0.0015""","=""191.29750""","=""0.00022""","=""30""","=""""",,"=""39808.492""","=""92083.09""","=""3d5.(4D).4s""","=""b 3D""","=""3""","=""3d5.(b 2F).4p""","=""u 3D*""","=""3""",,"=""""","=""L562""",
"=""191.373""","=""0.0015""","=""191.37262""","=""0.00018""","=""20""","=""""",,"=""30684.96""","=""82939.04""","=""3d6""","=""a 3P""","=""1""","=""3d5.(a 2F).4p""","=""w 3D*""","=""1""",,"=""""","=""L562""",
"=""191.468""","=""0.002""","=""191.46813""","=""0.00004""","=""200D*""","=""2.12e+07""",B+,"=""14781.205""","=""67009.217""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""z 5D*""","=""3""",,"=""T7259""","=""L562""",
"=""191.468""","=""0.002""","=""191.4749""","=""0.0003""","=""200D*""","=""""",,"=""39813.76""","=""92039.94""","=""3d5.(4D).4s""","=""b 3D""","=""2""","=""3d5.(b 2F).4p""","=""u 3D*""","=""2""",,"=""""","=""L562""",
"=""191.510""","=""0.0015""","=""191.50971""","=""0.00004""","=""1000""","=""1.17e+08""",B,"=""14325.866""","=""66542.539""","=""3d6""","=""a 5D""","=""4""","=""3d5.(4G).4p""","=""z 5F*""","=""5""",,"=""T7259""","=""L562""",
"=""191.521""","=""0.0015""","=""191.52161""","=""0.00015""","=""20""","=""""",,"=""31662.04""","=""83875.47""","=""3d6""","=""a 3F""","=""3""","=""3d5.(4F).4p""","=""x 3G*""","=""4""",,"=""""","=""L562""",
"=""191.671""","=""0.0015""","=""191.67142""","=""0.00015""","=""30""","=""""",,"=""31761.21""","=""83933.83""","=""3d6""","=""a 3F""","=""2""","=""3d5.(4F).4p""","=""x 3G*""","=""3""",,"=""""","=""L562""",
"=""191.738""","=""0.0015""","=""191.73783""","=""0.00018""","=""3""","=""""",,"=""30684.96""","=""82839.51""","=""3d6""","=""a 3P""","=""1""","=""3d5.(4F).4p""","=""x 5D*""","=""0""",,"=""""","=""L562""",
"=""191.761""","=""0.0015""","=""191.76076""","=""0.00004""","=""100""","=""""",,"=""14781.205""","=""66929.517""","=""3d6""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""z 5S*""","=""2""",,"=""""","=""L562""",
