obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""252.607458""","=""0.000013""","=""252.607455""","=""0.000011""","=""32000""","=""3.5e+07""",D+,"=""21581.6151""","=""61156.827""","=""3d6.(3H).4s""","=""a 4H""","=""9/2""","=""3d6.(3H).4p""","=""z 4H*""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""252.61121""","=""0.00016""","=""252.611195""","=""0.000012""","=""1500""","=""7.e+05""",D,"=""25981.6451""","=""65556.271""","=""3d6.(3G).4s""","=""a 4G""","=""7/2""","=""3d6.(3H).4p""","=""z 2H*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""252.629363""","=""0.000012""","=""252.629366""","=""0.000011""","=""350000""","=""2.47e+08""",B+,"=""20830.5534""","=""60402.333""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d6.(3P2).4p""","=""y 4P*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""252.6529""","=""0.0005""","=""252.653308""","=""0.000012""","=""160d?""","=""1.3e+06""",D,"=""64040.891""","=""103608.921""","=""3d6.(3F2).4p""","=""y 4G*""","=""7/2""","=""3d6.(3G).5s""","=""e 2G""","=""9/2""",,"=""T6892c83""","=""L18349c142""",
"=""252.66159""","=""0.00003""","=""252.661584""","=""0.000012""","=""3300""","=""7.1e+07""",C+,"=""65556.271""","=""105123.005""","=""3d6.(3H).4p""","=""z 2H*""","=""9/2""","=""3d6.(3H).4d""","=""2G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""252.6719""","=""0.0004""","=""252.671935""","=""0.000013""","=""1500""","=""""",,"=""22409.8178""","=""61974.931""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""","=""3d5.(6S).4s.4p.(3P*)""","=""y 6P*""","=""3/2""",,"=""""","=""L18349c139""",
"=""252.68308""","=""0.00004""","=""252.683266""","=""0.000011""","=""7000""","=""""",,"=""2837.9807""","=""42401.3198""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(5D).4p""","=""z 6F*""","=""3/2""",,"=""""","=""L18349c145""",
"=""252.6970""","=""0.0005""","=""252.696623""","=""0.000016""","=""100d?""","=""""",,"=""73966.843""","=""113528.091""","=""3d6.(1I).4p""","=""y 2I*""","=""13/2""","=""3d6.(5D).6d""","=""6F""","=""11/2""",,"=""""","=""L18349c142""",
"=""252.710433""","=""0.000012""","=""252.710424""","=""0.000011""","=""40000""","=""3.7e+07""",D+,"=""21430.3564""","=""60989.444""","=""3d6.(3H).4s""","=""a 4H""","=""11/2""","=""3d6.(3H).4p""","=""z 4H*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""252.71563""","=""0.00003""","=""252.715584""","=""0.000012""","=""9000""","=""9.e+06""",D+,"=""25805.3270""","=""65363.607""","=""3d6.(3G).4s""","=""a 4G""","=""9/2""","=""3d6.(3H).4p""","=""z 2H*""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""252.72657""","=""0.00004""","=""252.726842""","=""0.000012""","=""2300bl(Fe I)""","=""2.3e+07""",D+,"=""64040.891""","=""103597.409""","=""3d6.(3F2).4p""","=""y 4G*""","=""7/2""","=""3d6.(3P2).4d""","=""2F""","=""5/2""",,"=""T6892c83""","=""L18349c148""",
"=""252.7340""","=""0.0005""","=""252.734547""","=""0.000015""","=""600""","=""""",,"=""54275.649""","=""93830.961""","=""3d5.4s2""","=""b 4G""","=""5/2""","=""3d5.(4D).4s.4p.(3P*)""","=""6D*""","=""5/2""",,"=""""","=""L18349c143""",
"=""252.745493""","=""0.000011""","=""252.745377""","=""0.000019""","=""90000""","=""1.23e+08""",C+,"=""33501.2957""","=""73054.913""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""","=""3d6.(1G2).4p""","=""x 2F*""","=""5/2""",,"=""T6892c83""","=""L18349c145""",
"=""252.76758""","=""0.00005""","=""252.767534""","=""0.000012""","=""4000""","=""5.5e+06""",D+,"=""30764.4737""","=""70314.624""","=""3d6.(3G).4s""","=""b 2G""","=""7/2""","=""3d6.(3G).4p""","=""x 2G*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""252.770477""","=""0.000012""","=""252.770478""","=""0.000019""","=""40000bl(Fe I)""","=""9.1e+07""",C+,"=""33466.4943""","=""73016.184""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(1G2).4p""","=""x 2F*""","=""7/2""",,"=""T6892c83""","=""L18349c148""",
"=""252.7936""","=""0.0005""","=""252.792823""","=""0.000012""","=""230""","=""""",,"=""73393.771""","=""112939.965""","=""3d5.4s2""","=""4F""","=""9/2""","=""3d6.(5D<4>).5f""","=""2[5]*""","=""9/2""",,"=""""","=""L18349c143""",
"=""252.8077""","=""0.0005""","=""252.80723""","=""0.00003""","=""110bl(Fe I)""","=""""",,"=""83726.416""","=""123270.356""","=""3d6.(5D).4d""","=""6D""","=""9/2""","=""3d6.(3H<5>).4f""","=""2[5]*""","=""11/2""",,"=""""","=""L18349c143""",
"=""252.8348""","=""0.0005""","=""252.835234""","=""0.000014""","=""230d""","=""1.6e+06""",D,"=""50187.822""","=""89727.383""","=""3d6.(3F1).4s""","=""c 4F""","=""7/2""","=""3d6.(3F1).4p""","=""4G*""","=""5/2""",,"=""T6892c83""","=""L18349c142""",
"=""252.8493""","=""0.0005""","=""252.848248""","=""0.000011""","=""400bl(Si)""","=""""",,"=""63465.134""","=""103002.660""","=""3d6.(3F2).4p""","=""x 4D*""","=""3/2""","=""3d6.(3P2).4d""","=""4D""","=""5/2""",,"=""""","=""L18349c142""",
"=""252.8541""","=""0.0005""","=""252.853141""","=""0.000019""","=""70""","=""""",,"=""84863.382""","=""124400.143""","=""3d6.(5D).4d""","=""e 4G""","=""11/2""","=""3d6.(3F2<4>).4f""","=""2[6]*""","=""13/2""",,"=""""","=""L18349c142""",
"=""252.8626""","=""0.0005""","=""252.862843""","=""0.000012""","=""240?""","=""""",,"=""60956.781""","=""100492.025""","=""3d6.(3H).4p""","=""z 4G*""","=""7/2""","=""3d6.(3F2).5s""","=""e 2F""","=""7/2""",,"=""""","=""L18349c143""",
"=""252.86811""","=""0.00005""","=""252.868057""","=""0.000012""","=""5000""","=""2.3e+06""",D+,"=""22637.1950""","=""62171.624""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d5.(6S).4s.4p.(3P*)""","=""y 6P*""","=""7/2""",,"=""T7503""","=""L18349c139""",
"=""252.907709""","=""0.000014""","=""252.907696""","=""0.000016""","=""25000""","=""1.80e+08""",C+,"=""38214.503""","=""77742.736""","=""3d6.(1D2).4s""","=""c 2D""","=""3/2""","=""3d6.(1D2).4p""","=""v 2F*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""252.922808""","=""0.000012""","=""252.922804""","=""0.000011""","=""40000""","=""3.3e+07""",D+,"=""26170.1810""","=""65696.053""","=""3d6.(3H).4s""","=""b 2H""","=""11/2""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""252.9414""","=""0.0005""","=""252.942170""","=""0.000013""","=""170d?""","=""""",,"=""67273.833""","=""106796.679""","=""3d6.(3F2).4p""","=""y 2D*""","=""3/2""","=""3d6.(5D).5d""","=""4P""","=""5/2""",,"=""""","=""L18349c143""",
"=""252.954515""","=""0.000014""","=""252.954427""","=""0.000011""","=""250000""","=""2.20e+08""",B+,"=""22637.1950""","=""62158.126""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(3F2).4p""","=""y 4F*""","=""9/2""",,"=""T6892c83""","=""L18349c145""",
"=""252.955919""","=""0.000012""","=""252.955857""","=""0.000013""","=""130000""","=""2.02e+08""",C+,"=""21812.0454""","=""61332.753""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d6.(3P2).4p""","=""y 4P*""","=""3/2""",,"=""T6892c83""","=""L18349c145""",
"=""252.99308""","=""0.00003""","=""252.993112""","=""0.000016""","=""8000""","=""2.0e+07""",D+,"=""33501.2957""","=""73016.184""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""","=""3d6.(1G2).4p""","=""x 2F*""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.0067""","=""0.0003""","=""253.006637""","=""0.000011""","=""1500""","=""2.1e+06""",D,"=""44753.8179""","=""84266.594""","=""3d6.(5D).4p""","=""z 4F*""","=""7/2""","=""3d6.(5D).4d""","=""6P""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.010035""","=""0.000012""","=""253.010160""","=""0.000011""","=""32000""","=""6.6e+07""",C+,"=""39013.2160""","=""78525.442""","=""3d6.(5D).4p""","=""z 6D*""","=""3/2""","=""3d6.(5D).5s""","=""e 6D""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.010921""","=""0.000012""","=""253.010972""","=""0.000012""","=""100000""","=""4.3e+07""",D+,"=""22810.3459""","=""62322.445""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3H).4p""","=""z 2G*""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.0154""","=""0.0003""","=""253.015436""","=""0.000013""","=""310""","=""3.1e+06""",D+,"=""66078.272""","=""105589.674""","=""3d6.(3G).4p""","=""x 4G*""","=""5/2""","=""3d6.(3F2).4d""","=""4H""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.02876""","=""0.00010""","=""253.028540""","=""0.000012""","=""700""","=""1.8e+06""",D,"=""65556.271""","=""105065.627""","=""3d6.(3H).4p""","=""z 2H*""","=""9/2""","=""3d6.(5D).5d""","=""6G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.03419""","=""0.00012""","=""253.034099""","=""0.000012""","=""600""","=""4.3e+06""",D+,"=""66589.042""","=""106097.530""","=""3d6.(3G).4p""","=""y 4H*""","=""9/2""","=""3d6.(3F2).4d""","=""2H""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.04178""","=""0.00005""","=""253.041772""","=""0.000013""","=""1700""","=""4.2e+07""",C+,"=""65556.271""","=""105063.561""","=""3d6.(3H).4p""","=""z 2H*""","=""9/2""","=""3d6.(3F2).4d""","=""4G""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.05700""","=""0.00007""","=""253.056986""","=""0.000011""","=""1400""","=""6.9e+06""",D+,"=""65363.607""","=""104868.522""","=""3d6.(3H).4p""","=""z 2H*""","=""11/2""","=""3d6.(5D).5d""","=""6G""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.0806""","=""0.0005""","=""253.079525""","=""0.000015""","=""70d""","=""""",,"=""82853.704""","=""122355.101""","=""3d6.(5D).4d""","=""e 6F""","=""11/2""","=""3d6.(3P2<2>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L18349c143""",
"=""253.0877""","=""0.0005""","=""253.08776""","=""0.00003""","=""120d?""","=""""",,"=""69427.014""","=""108927.126""","=""3d5.(6S).4s.4p.(3P*)""","=""x 4P*""","=""1/2""","=""3d6.(3G).4d""","=""4D""","=""1/2""",,"=""""","=""L18349c142""",
"=""253.0984""","=""0.0005""","=""253.097851""","=""0.000019""","=""240d?""","=""""",,"=""48039.109""","=""87537.646""","=""3d7""","=""d 2D1""","=""5/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""7/2""",,"=""""","=""L18349c142""",
"=""253.1729""","=""0.0003""","=""253.17270""","=""0.00006""","=""700""","=""""",,"=""60270.351""","=""99757.211""","=""3d5.4s2""","=""c 4D""","=""7/2""","=""3d5.(4G).4s.4p.(3P*)""","=""2G*""","=""9/2""",,"=""""","=""L18349c139""",
"=""253.187088""","=""0.000012""","=""253.187091""","=""0.000012""","=""7000""","=""2.30e+08""",B+,"=""70523.694""","=""110008.310""","=""3d6.(3G).4p""","=""x 2G*""","=""7/2""","=""3d6.(3G).4d""","=""2H""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.2050""","=""0.0002""","=""253.205099""","=""0.000011""","=""1500""","=""2.7e+06""",D+,"=""44784.7859""","=""84266.594""","=""3d6.(5D).4p""","=""z 4D*""","=""5/2""","=""3d6.(5D).4d""","=""6P""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.3511""","=""0.0005""","=""253.351209""","=""0.000012""","=""180d""","=""3.4e+06""",D+,"=""65696.053""","=""105155.093""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""","=""3d6.(3F2).4d""","=""4G""","=""9/2""",,"=""T6892c83""","=""L18349c143""",
"=""253.362708""","=""0.000012""","=""253.362706""","=""0.000011""","=""200000""","=""1.92e+08""",B+,"=""21430.3564""","=""60887.606""","=""3d6.(3H).4s""","=""a 4H""","=""11/2""","=""3d6.(3H).4p""","=""z 4H*""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.41640""","=""0.00010""","=""253.416368""","=""0.000011""","=""2600""","=""1.0e+07""",D+,"=""46967.4751""","=""86416.370""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""","=""3d6.(5D).4d""","=""e 4F""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.42195""","=""0.00019""","=""253.421687""","=""0.000012""","=""700""","=""7.e+05""",D,"=""65931.358""","=""105379.425""","=""3d6.(3G).4p""","=""x 4G*""","=""7/2""","=""3d6.(3F2).4d""","=""4D""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.43552""","=""0.00005""","=""253.435462""","=""0.000011""","=""4000""","=""""",,"=""22637.1950""","=""62083.118""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(3H).4p""","=""z 2G*""","=""9/2""",,"=""""","=""L18349c139""",
"=""253.441837""","=""0.000012""","=""253.441838""","=""0.000011""","=""150000""","=""1.83e+08""",B+,"=""21711.8963""","=""61156.827""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3H).4p""","=""z 4H*""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.450335""","=""0.000020""","=""253.450337""","=""0.000011""","=""5000""","=""1.03e+08""",C+,"=""65363.607""","=""104807.215""","=""3d6.(3H).4p""","=""z 2H*""","=""11/2""","=""3d6.(3H).4d""","=""2G""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.48889""","=""0.00005""","=""253.488900""","=""0.000012""","=""1700""","=""4.3e+07""",D+,"=""65556.271""","=""104993.879""","=""3d6.(3H).4p""","=""z 2H*""","=""9/2""","=""3d6.(3F2).4d""","=""4D""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.5036""","=""0.0005""","=""253.504405""","=""0.000016""","=""120d?""","=""""",,"=""69102.427""","=""108537.623""","=""3d5.(6S).4s.4p.(3P*)""","=""x 4P*""","=""5/2""","=""3d6.(3G).4d""","=""4G""","=""7/2""",,"=""""","=""L18349c142""",
"=""253.53621""","=""0.00003""","=""253.53623""","=""0.00003""","=""9000""","=""2.5e+08""",C+,"=""44929.532""","=""84359.779""","=""3d6.(1F).4s""","=""c 2F""","=""5/2""","=""3d6.(1F).4p""","=""v 2D*""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.548528""","=""0.000013""","=""253.548534""","=""0.000011""","=""90000""","=""7.5e+07""",B,"=""22637.1950""","=""62065.528""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(3F2).4p""","=""y 4F*""","=""7/2""",,"=""T7461""","=""L18349c139""",
"=""253.667231""","=""0.000012""","=""253.667235""","=""0.000012""","=""80000""","=""5.7e+07""",C+,"=""26170.1810""","=""65580.065""","=""3d6.(3H).4s""","=""b 2H""","=""11/2""","=""3d6.(3G).4p""","=""x 4G*""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.680452""","=""0.000012""","=""253.680465""","=""0.000011""","=""150000""","=""1.69e+08""",B+,"=""21581.6151""","=""60989.444""","=""3d6.(3H).4s""","=""a 4H""","=""9/2""","=""3d6.(3H).4p""","=""z 4H*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.684496""","=""0.000012""","=""253.684491""","=""0.000012""","=""70000""","=""6.8e+07""",C+,"=""21430.3564""","=""60837.560""","=""3d6.(3H).4s""","=""a 4H""","=""11/2""","=""3d6.(3H).4p""","=""z 4H*""","=""13/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.6990""","=""0.0005""","=""253.698517""","=""0.000014""","=""250d""","=""2.3e+06""",D,"=""59663.440""","=""99068.465""","=""3d6.(3P2).4p""","=""z 4S*""","=""3/2""","=""3d6.(3P2).5s""","=""2P""","=""3/2""",,"=""T6892c83""","=""L18349c143""",
"=""253.71036""","=""0.00012""","=""253.710515""","=""0.000011""","=""1900""","=""1.0e+06""",D,"=""25428.7893""","=""64831.951""","=""3d6.(3G).4s""","=""a 4G""","=""11/2""","=""3d6.(3F2).4p""","=""y 2G*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.713775""","=""0.000012""","=""253.713767""","=""0.000011""","=""90000""","=""1.44e+08""",C+,"=""38458.9934""","=""77861.650""","=""3d6.(5D).4p""","=""z 6D*""","=""9/2""","=""3d6.(5D).5s""","=""e 6D""","=""9/2""",,"=""T7466""","=""L18349c139""",
"=""253.7370""","=""0.0005""","=""253.736821""","=""0.000011""","=""1700d,bl""","=""""",,"=""2837.9807""","=""42237.0575""","=""3d7""","=""a 4F""","=""5/2""","=""3d6.(5D).4p""","=""z 6F*""","=""7/2""",,"=""""","=""L18349c143""",
"=""253.8008""","=""0.0005""","=""253.800791""","=""0.000011""","=""190d,bl(Fe I)""","=""""",,"=""64425.405""","=""103814.552""","=""3d6.(3F2).4p""","=""z 2F*""","=""5/2""","=""3d6.(5D).5d""","=""4F""","=""7/2""",,"=""""","=""L18349c143""",
"=""253.820421""","=""0.000012""","=""253.820420""","=""0.000019""","=""50000bl(Fe II)*""","=""1.26e+08""",B+,"=""32875.6409""","=""72261.742""","=""3d6.(1I).4s""","=""a 2I""","=""13/2""","=""3d6.(1G2).4p""","=""x 2H*""","=""11/2""",,"=""T6892c83""","=""L18349c148""",
"=""253.820421""","=""0.000012""","=""253.820491""","=""0.000012""","=""50000bl(Fe II)*""","=""6.5e+06""",D+,"=""26170.1810""","=""65556.271""","=""3d6.(3H).4s""","=""b 2H""","=""11/2""","=""3d6.(3H).4p""","=""z 2H*""","=""9/2""",,"=""T6892c83""","=""L18349c148""",
"=""253.83980""","=""0.00006""","=""253.839803""","=""0.000012""","=""4000""","=""3.7e+06""",D+,"=""22939.3512""","=""62322.445""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3H).4p""","=""z 2G*""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.850014""","=""0.000012""","=""253.850014""","=""0.000011""","=""40000""","=""5.9e+07""",D+,"=""21711.8963""","=""61093.406""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3P2).4p""","=""z 2D*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.85893""","=""0.00004""","=""253.858930""","=""0.000012""","=""7000""","=""1.1e+07""",D+,"=""27620.4033""","=""67000.530""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""","=""3d6.(3F2).4p""","=""y 2D*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.867869""","=""0.000014""","=""253.867874""","=""0.000011""","=""29000""","=""7.4e+07""",C+,"=""38858.9696""","=""78237.709""","=""3d6.(5D).4p""","=""z 6D*""","=""5/2""","=""3d6.(5D).5s""","=""e 6D""","=""7/2""",,"=""T7466""","=""L18349c139""",
"=""253.873759""","=""0.000019""","=""253.873744""","=""0.000012""","=""2500""","=""1.08e+08""",C+,"=""70523.694""","=""109901.523""","=""3d6.(3G).4p""","=""x 2G*""","=""7/2""","=""3d6.(3G).4d""","=""2G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.879842""","=""0.000012""","=""253.879846""","=""0.000011""","=""140000""","=""1.41e+08""",B+,"=""21430.3564""","=""60807.239""","=""3d6.(3H).4s""","=""a 4H""","=""11/2""","=""3d6.(3H).4p""","=""z 4G*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.883115""","=""0.000015""","=""253.883061""","=""0.000014""","=""900""","=""""",,"=""82978.717""","=""122355.101""","=""3d6.(5D).4d""","=""e 6F""","=""9/2""","=""3d6.(3P2<2>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L18349c139""",
"=""253.890920""","=""0.000012""","=""253.890915""","=""0.000011""","=""100000""","=""1.28e+08""",C+,"=""21581.6151""","=""60956.781""","=""3d6.(3H).4s""","=""a 4H""","=""9/2""","=""3d6.(3H).4p""","=""z 4G*""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.899324""","=""0.000012""","=""253.899319""","=""0.000011""","=""210000""","=""1.93e+08""",B+,"=""21251.5833""","=""60625.446""","=""3d6.(3H).4s""","=""a 4H""","=""13/2""","=""3d6.(3H).4p""","=""z 4G*""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.9103""","=""0.0005""","=""253.909791""","=""0.000011""","=""2100""","=""""",,"=""23317.6351""","=""62689.874""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""5/2""",,"=""""","=""L18349c143""",
"=""253.932760""","=""0.000012""","=""253.932752""","=""0.000012""","=""8000""","=""2.59e+08""",B+,"=""70314.624""","=""109683.303""","=""3d6.(3G).4p""","=""x 2G*""","=""9/2""","=""3d6.(3G).4d""","=""2H""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.94012""","=""0.00010""","=""253.940306""","=""0.000011""","=""500""","=""6.3e+06""",D+,"=""65696.053""","=""105063.561""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""","=""3d6.(3F2).4d""","=""4G""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""253.9535""","=""0.0005""","=""253.953603""","=""0.000011""","=""340""","=""3.0e+06""",D+,"=""44446.9051""","=""83812.352""","=""3d6.(5D).4p""","=""z 4D*""","=""7/2""","=""3d6.(5D).4d""","=""6D""","=""5/2""",,"=""T6892c83""","=""L18349c142""",
"=""253.98049""","=""0.00002""","=""253.980501""","=""0.000011""","=""14000""","=""5.6e+06""",C+,"=""22810.3459""","=""62171.624""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d5.(6S).4s.4p.(3P*)""","=""y 6P*""","=""7/2""",,"=""T7503""","=""L18349c139""",
"=""253.99089""","=""0.00014""","=""253.990969""","=""0.000011""","=""500""","=""4.0e+06""",D+,"=""65931.358""","=""105291.014""","=""3d6.(3G).4p""","=""x 4G*""","=""7/2""","=""3d6.(3F2).4d""","=""4G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""254.0051""","=""0.0005""","=""254.005415""","=""0.000012""","=""1100""","=""8.e+05""",D,"=""27314.9183""","=""66672.336""","=""3d6.(3F2).4s""","=""a 2F""","=""7/2""","=""3d6.(3G).4p""","=""y 4H*""","=""7/2""",,"=""T6892c83""","=""L18349c143""",
"=""254.0192""","=""0.0005""","=""254.019000""","=""0.000012""","=""150d""","=""1.3e+06""",D,"=""64834.069""","=""104189.382""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""","=""3d6.(3H).4d""","=""4F""","=""3/2""",,"=""T6892c83""","=""L18349c142""",
"=""254.0411""","=""0.0005""","=""254.041297""","=""0.000020""","=""400""","=""3.6e+05""",D,"=""32909.883""","=""72261.742""","=""3d6.(1I).4s""","=""a 2I""","=""11/2""","=""3d6.(1G2).4p""","=""x 2H*""","=""11/2""",,"=""T6892c83""","=""L18349c142""",
"=""254.05220""","=""0.00005""","=""254.05227""","=""0.00003""","=""6000""","=""1.3e+08""",D+,"=""37227.277""","=""76577.436""","=""3d6.(1S2).4s""","=""a 2S""","=""1/2""","=""3d6.(1S2).4p""","=""x 2P*""","=""1/2""",,"=""T6892c83""","=""L18349c139""",
"=""254.066102""","=""0.000013""","=""254.066413""","=""0.000020""","=""100000""","=""1.70e+08""",B+,"=""36252.931""","=""75600.900""","=""3d6.(3D).4s""","=""b 2D""","=""5/2""","=""3d6.(3D).4p""","=""w 2F*""","=""7/2""",,"=""T6892c83""","=""L18349c145""",
"=""254.067636""","=""0.000012""","=""254.067633""","=""0.000011""","=""40000""","=""1.9e+07""",D+,"=""22810.3459""","=""62158.126""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3F2).4p""","=""y 4F*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""254.110071""","=""0.000012""","=""254.110078""","=""0.000012""","=""80000""","=""9.6e+07""",C+,"=""22810.3459""","=""62151.554""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3F2).4p""","=""y 4F*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""254.14052""","=""0.00018""","=""254.140578""","=""0.000012""","=""600""","=""6.8e+06""",D+,"=""65580.065""","=""104916.552""","=""3d6.(3G).4p""","=""x 4G*""","=""11/2""","=""3d6.(3F2).4d""","=""4F""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""254.183549""","=""0.000012""","=""254.183547""","=""0.000011""","=""60000""","=""8.2e+07""",C+,"=""21711.8963""","=""61041.734""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3H).4p""","=""z 4G*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""254.1968""","=""0.0005""","=""254.197701""","=""0.000016""","=""150""","=""""",,"=""74606.864""","=""113934.512""","=""3d6.(3D).4p""","=""x 2D*""","=""5/2""","=""3d6.(5D).6d""","=""6D""","=""5/2""",,"=""""","=""L18349c142""",
